Symbol,Name,HGNC_ID,Evidence,Test method,Test in,Test setting,Pathway,Confidence,Caution,Protein encoded,UniProtKB,PMID,Remark
NCOA4,Nuclear receptor coactivator 4,HGNC:7671,Elimination of NCOA4 expression by RNAi knockdown significantly block ferroptosis,"RNAi knockdown, western blot","Human, mice",Mouse embryonic fibroblasts and HT1080 cells,"NCOA4 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,_NA_,Nuclear receptor coactivator 4,Q13772 (NCOA4_HUMAN),27514700,_NA_
ACSL4,Acyl-CoA synthetase long chain family member 4,HGNC:3571,"Knockdown inhibited erastin-induced ferroptosis, whereas overexpression restored ferroptosis sensitization.","shRNA, gene transfection, western blot",Human,"LNCaP (human prostate cancer cells), K562 (human erythromyeloblastoid leukemia cell line), HepG2 (human hepatocellular cells), and HL60 (human promyelocytic leukemia cells)","ACSL4 :+: 5-HETE, 5-HETE :+: Ferroptosis",Validated,_NA_,Long-chain-fatty-acid--CoA ligase 4,O60488 (ACSL4_HUMAN),27565726,_NA_
TP53,Tumor protein p53,HGNC:11998,"p53 acetylation has a critical role in ferroptotic responses. Simultaneous loss of K98/117/161/162 acetylations is unable to induce ferroptosis, and its ability to thwart cancer growth is also abrogated.","Mass spectrometry screening, western blot, cell death assay","Human, mice","H1299 cells, mouse xenograft models","TP53 :-: SLC7A11, SLC7A11 :-: Ferroptosis",Validated,_NA_,Cellular tumor antigen p53,P04637 (P53_HUMAN),27705786,_NA_
SAT1,Spermidine/spermine N1-acetyltransferase 1,HGNC:10540,p53-mediated activation of SAT1 contributes to ferroptotic cell death in the presence of ROS stress. Knockdown of Sat1 partially rescued ROS-induced ferroptosis.,"qRT-PCR, siRNA, CRISPR-cas9, western blot","Human, mice","H1299, U2OS cells, mouse embryonic fibroblasts, mouse xenograft","SAT1 :+: ALOX15, ALOX15 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,Activated by p53.,Diamine acetyltransferase 1,P21673 (SAT1_HUMAN),27698118,_NA_
ALOX15,Arachidonate 15-lipoxygenase,HGNC:433,"SAT1- and ROS-induced ferroptosis was completely abrogated by PD146176, an ALOX15-specific inhibitor.","Cell death count, qRT-PCR, siRNA",Human,"H1299, U2OS cells","ALOX15 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,_NA_,Arachidonate 15-lipoxygenase,P16050 (LOX15_HUMAN),27698118,_NA_
ACSL4,Acyl-CoA synthetase long chain family member 4,HGNC:3571,Inhibition of ACSL4 was effective in protecting against RSL3-induced cell death. Acsl4 KO cells are resistant to ferroptosis.,"Cell death count, LC-MS/MS,  fluorescence imaging",Mice,Mouse embryonic fibroblasts (Pfa1 cells),"ACSL4 :+: PE, PE :+: Ferroptosis",Validated,_NA_,Long-chain-fatty-acid--CoA ligase 4,O60488 (ACSL4_HUMAN),27842066,_NA_
LPCAT3,Lysophosphatidylcholine acyltransferase 3,HGNC:30244,Knockdown of Lpcat3 increased resistance to ferroptosis triggered by RSL3.,shRNA,Mice,Mouse lung epithelial (MLE) and embryonic cells,LPCAT3 :+: Ferroptosis,Validated,_NA_,Lysophospholipid acyltransferase 5,Q6P1A2 (MBOA5_HUMAN),27842066,_NA_
ALOX15,Arachidonate 15-lipoxygenase,HGNC:433,Liproxstatin-1 inhibited the 15-LOX enzymatic activity and suppressed ferroptosis.,Identification of oxygenated PE,Mice,Kidney of GPX4-deficient mice,"ALOX15 :+: PE, PE :+: Ferroptosis",Validated,_NA_,Arachidonate 15-lipoxygenase,P16050 (LOX15_HUMAN),27842066,15-LOX in article
ACSL4,Acyl-CoA synthetase long chain family member 4,HGNC:3571,An essential proferroptotic gene. Re-expression of Flag-tagged human wild-type (WT) ACSL4 (ACSL4-Flag) in Acsl4 KO Pfa1 cells restored full sensitivity to ferroptosis induction. Inhibition showed significantly prolonged survival compared to vehicle-treated mice.,"Cell viability, immunoblot,  lipid peroxidation assessment, CRISPR–Cas9, qPCR, microarray, RNA-seq","Human, mice","Mouse embryonic fibroblasts (Pfa1 cells), human breast cancer cell lines, Gpx4 KO mice",ACSL4 :+: Ferroptosis,Validated,_NA_,Long-chain-fatty-acid--CoA ligase 4,O60488 (ACSL4_HUMAN),27842070,_NA_
KEAP1,Kelch like ECH associated protein 1,HGNC:23177,Keap 1 silencing decreased ferroptosis.,"Cell viability assay, western blot, siRNA",Mice,"Head and neck cancer cells, nude mice","KEAP1 :-: NFE2L2, NFE2L2 :-: Ferroptosis",Validated,_NA_,Kelch-like ECH-associated protein 1,Q14145 (KEAP1_HUMAN),28012440,_NA_
EGFR,Epidermal growth factor receptor,HGNC:3236,Cell death in activated EGFR mutant cells occurs by ferroptosis. Inhibiting EGFR and MAPK signaling rescued cell viability following cystine withdrawal.,"Fluorescence-activated cell sorting (FACS) analysis, cell viability",Human,Human mammary epithelial) cells,"EGFR :+: MAPK, MAPK :+: Ferroptosis",Validated,_NA_,Epidermal growth factor receptor,P00533 (EGFR_HUMAN),28297659,_NA_
NOX4,NADPH oxidase 4,HGNC:7891,Inhibition of NADPH oxidase 4 (NOX4) blocked ferroptosis.,"Fluorescence-activated cell sorting (FACS) analysis, cell viability",Human,Human mammary epithelial) cells,"NOX4 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,_NA_,NADPH oxidase 4,Q9NPH5 (NOX4_HUMAN),28297659,_NA_
MAPK3,Mitogen-activated protein kinase 3,HGNC:6877,Inhibiting EGFR and MAPK signaling rescued cell viability following cystine withdrawal.,"Immunoblots, lucifer yellow infiltration, cell viability, fluorescence-activated cell sorting (FACS) analysis",Human,Human mammary epithelial) cells,"MAPK :-: GPX4, GPX4 :-: Lipid ROS, MAPK :+: NOX4, NOX4 :+: H2O2, H2O2 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,_NA_,Mitogen-activated protein kinase 3,P27361 (MK03_HUMAN),28297659,ERK1 in article
MAPK1,Mitogen-activated protein kinase 1,HGNC:6871,Inhibiting EGFR and MAPK signaling rescued cell viability following cystine withdrawal.,"Immunoblots, lucifer yellow infiltration, cell viability, fluorescence-activated cell sorting (FACS) analysis",Human,Human mammary epithelial) cells,"MAPK :-: GPX4, GPX4 :-: Lipid ROS, MAPK :+: NOX4, NOX4 :+: H2O2, H2O2 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,_NA_,Mitogen-activated protein kinase 1,P28482 (MK01_HUMAN),28297659,ERK2 in article
BID,BH3 interacting domain death agonist,HGNC:1050,BID deletion prevents erastin- and glutamate-induced cell death. BID inhibition inhibited erastin-induced ferroptosis.,"Cell viability, western blot, CRISPR/Cas9, gene transfection",Mice,"HT-22 cells, mouse embryonic fibroblasts",BID :+: Ferroptosis,Validated,_NA_,BH3-interacting domain death agonist,P55957 (BID_HUMAN),28384611,_NA_
ACSL4,Acyl-CoA synthetase long chain family member 4,HGNC:3571,Knockout of Acsl4 in ferroptosis-sensitive cells conferred protection from erastin- and RSL3-induced cell death.,"CRISPR/Cas9, western blotting, cell death assessment","Human, mice","NIH3T3, HT-29, HT-1080 and L929 cells",ACSL4 :+: Ferroptosis,Validated,_NA_,Long-chain-fatty-acid--CoA ligase 4,O60488 (ACSL4_HUMAN),28551825,_NA_
ZEB1,Zinc finger E-box binding homeobox 1,HGNC:11642,Knockout of ZEB1 prevents cell death induced by GPX4 inhibition.,"sgRNA, cell viability",Human,KP4 pancreatic cancer cells,"ZEB1 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,_NA_,Zinc finger E-box-binding homeobox 1,P37275 (ZEB1_HUMAN),28678785,_NA_
KEAP1,Kelch like ECH associated protein 1,HGNC:23177,Keap1 inhibition promotes resistance to ferroptosis.,Cell viability analysis,"Human, rat","F98, U87 glioma cells",KEAP1 :+: Ferroptosis,Validated,_NA_,Kelch-like ECH-associated protein 1,Q14145 (KEAP1_HUMAN),28805788,_NA_
DPP4,Dipeptidyl peptidase 4,HGNC:3009,Required for ferroptosis in TP53-deficient CRC cells.,"Cell death, RNAi, western blot, enzyme activity","Human, mice","TP53-/- HCT116 cells, athymic nude mice","DPP4 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,_NA_,Dipeptidyl peptidase 4,P27487 (DPP4_HUMAN),28813679,_NA_
ALOX15,Arachidonate 15-lipoxygenase,HGNC:433,Suppression of ferroptosis following ALOX15 silencing was detected in cancer cells. Cells with exogenous expression of ALOX15 had an increased cell death rate following RSL3 treatment.,"siRNA, transfection, western blot, cellular lipoxygenase assay",Human,"HT1080, Panc‐1, Calu‐1 cells",ALOX15 :+: Ferroptosis,Validated,_NA_,Arachidonate 15-lipoxygenase,P16050 (LOX15_HUMAN),28837253,_NA_
ALOX12,"Arachidonate 12-lipoxygenase, 12S type",HGNC:429,"12‐LOX inhibitors prevented cell death, whereas ALOX12 overexpression significantly enhanced cell death. ALOX12 expression was gradually elevated during the erastin or RSL3 treatments, and was stable in the late stage of ferroptosis.","siRNA, transfection, western blot, cellular lipoxygenase assay",Human,"HT1080, Panc‐1, Calu‐1 cells",ALOX12 :+: Ferroptosis,Validated,_NA_,Arachidonate 12-lipoxygenase,P18054 (LOX12_HUMAN),28837253,_NA_
CDKN2A,Cyclin dependent kinase inhibitor 2A,HGNC:1787,Combination of ARF induction and ROS treatment induced ferroptotic cell death. Knockdown of endogenous ARF protected cells from ROS-induced cell death.,"RNAi, immunoblot, phase-contrast image, cell death quantification","Human, mice","H1299, SaoS2, U2OS cells, mouse embryonic fibroblasts","CDKN2A :-: NFE2L2, NFE2L2 :+: SLC7A11, SLC7A11 :-: Ferroptosis, CDKN2A :+: p53, p53 :-: SLC7A11, SLC7A11 :-: Ferroptosis",Validated,_NA_,Cyclin-dependent kinase inhibitor 2A,P42771 (CDN2A_HUMAN),28985506,ARF in article
PEBP1,Phosphatidylethanolamine binding protein 1,HGNC:8630,Elevated levels of PEBP1 resulted in increased sensitivity of HK2 cells to RSL3 whereas lowered contents of PEBP1 in HAEC and HT22 cells were associated with decreased sensitivity to ferroptosis.,"Western blot, siRNA, cell death assay","Human, mice","HK2, HAEC and HT22 cells",(PEBP1/15LO) :+: Ferroptosis,Validated,_NA_,Phosphatidylethanolamine-binding protein 1,P30086 (PEBP1_HUMAN),29053969,_NA_
SOCS1,Suppressor of cytokine signaling 1,HGNC:19383,"Expression of SOCS1 sensitized cells to ferroptosis inducer. This effect of SOCS1 was efficiently blocked by ferroptosis inhibitor. Expression of SOCS1 reduced the levels of GSH, explaining in part its ability to sensitize cells to ferroptosis.","Cell death assay, cell viability assay, qPCR",Human,U2OS or IMR90 cells,"SOCS1 :+: p53, p53 :-: SLC7A11, SLC7A11 :+: GSH, GSH :-: Ferroptosis",Validated,_NA_,Suppressor of cytokine signaling 1,O15524 (SOCS1_HUMAN),29081404,_NA_
CDO1,Cysteine dioxygenase type 1,HGNC:1795,CDO1 suppression contributes to ferroptosis resistance.,"siRNA, western blot, MTT assay",Human,"Gastric cancer cells AGS, BGC823, athymic nude mice","CDO1 :-: GPX4, GPX4 :-: Ferroptosis",Validated,_NA_,Cysteine dioxygenase type 1,Q16878 (CDO1_HUMAN),29144989,_NA_
MYB,"MYB proto-oncogene, transcription factor",HGNC:7545,Erastin-induced ferroptosis was restrained when c-Myb was suppressed.,"Western blot, siRNA, qRT-PCR, MTT assay",Human,"Gastric cancer cells AGS, BGC823, MKN45, SGC7901, and MGC803","MYB :+: CDO1, CDO1 :-: GPX4, GPX4 :-: Ferroptosis",Validated,_NA_,Transcriptional activator Myb,P10242 (MYB_HUMAN),29144989,C-Myb in article
HMOX1,Heme oxygenase 1,HGNC:5013,Inhibiting HO-1 effectively attenuated BAY-induced ferroptotic cell death. Defective HO-1 expression significantly rescued cell survival suppressed by BAY.,"Cell viability assay, qRT-PCR, shRNA, gene overexpression, western blot",Human,"MDA-MB-231, MDA-MB-468",HMOX1 :+: Ferroptosis,Validated,_NA_,Heme oxygenase 1,P09601 (HMOX1_HUMAN),29274359,HO-1 in article
MAPK8,Mitogen-activated protein kinase 8,HGNC:6881,JNK1/2 inhibitors inhibited t-BHP-induced ferroptosis. t-BHP treatment significantly increased the protein expression of p-JNK.,"MitoSOX probe, luminometer kit, C11-BODIPY probe, western blot",Rat,PC12 cells,"MAPK8 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,_NA_,Mitogen-activated protein kinase 8,P45983 (MK08_HUMAN),29330409,JNK1 in article
MAPK9,Mitogen-activated protein kinase 9,HGNC:6886,JNK1/2 inhibitors inhibited t-BHP-induced ferroptosis. t-BHP treatment significantly increased the protein expression of p-JNK.,"MitoSOX probe, luminometer kit, C11-BODIPY probe, western blot",Rat,PC12 cells,"MAPK9 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,_NA_,Mitogen-activated protein kinase 9,P45984 (MK09_HUMAN),29330409,JNK2 in article
MAPK1,Mitogen-activated protein kinase 1,HGNC:6871,ERK1/2 inhibitors inhibited t-BHP-induced ferroptosis. t-BHP treatment significantly increased the protein expression of p-ERK.,"MitoSOX probe, luminometer kit, C11-BODIPY probe, western blot",Rat,PC12 cells,"MAPK1 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,_NA_,Mitogen-activated protein kinase 1,P28482 (MK01_HUMAN),29330409,ERK2 in article
MAPK3,Mitogen-activated protein kinase 3,HGNC:6877,ERK1/2 inhibitors inhibited t-BHP-induced ferroptosis. t-BHP treatment significantly increased the protein expression of p-ERK.,"MitoSOX probe, luminometer kit, C11-BODIPY probe, western blot",Rat,PC12 cells,"MAPK3 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,_NA_,Mitogen-activated protein kinase 3,P27361 (MK03_HUMAN),29330409,ERK1 in article
SLC1A5,Solute carrier family 1 member 5,HGNC:10943,Overexpression of SLC1A5 restored miR-137-mediated ferroptosis suppression.,"Cell viability assay, lipid ROS assay, western blot, gene overexpression, shRNA",Human,Melanoma cell lines A375 and G-361,"SLC1A5 :+: Glutaminolysis, Glutaminolysis :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,_NA_,Neutral amino acid transporter B(0),Q15758 (AAAT_HUMAN),29348676,_NA_
CHAC1,ChaC glutathione specific gamma-glutamylcyclotransferase 1,HGNC:28680,CHAC1 degradation of GSH might enhance cystine-starvation-induced cell death.,"Western blot, real-time PCR, cell viability assay, siRNA, GSH assay kit",Human,"MDA-MB-231, Hs 578T, and HCC 1937 cells","CHAC1 :-: GSH, GSH :-: Ferroptosis",Validated,_NA_,Glutathione-specific gamma-glutamylcyclotransferase 1,Q9BUX1 (CHAC1_HUMAN),29383104,_NA_
MAPK14,Mitogen-activated protein kinase 14,HGNC:6876,Ferroptosis was blocked by inhibiting p38 MAPK activation.,"Cell viability assay, lipid ROS measurement, RT-qPCR, western blot",Mice,TM4 Sertoli cells,MAPK14 :+: Ferroptosis,Validated,_NA_,Mitogen-activated protein kinase 14,Q16539 (MK14_HUMAN),29436589,p38 MAPK in article
LINC00472,Long intergenic non-protein coding RNA 472,HGNC:21380,"Increases erastin-induced growth inhibition, whereas depletion of P53RRA decreased erastin-induced growth inhibition.","Bisulfite sequencing, RNA pull-down, mass spectrometry, RNA immunoprecipitation, qRT-PCR, cell viability assay",Human,"Lung cancer A549, SPCA1, and H522 cells","LINC00472 :+: p53, p53 :+: Ferroptosis",Validated,Also triggers apoptosis.,Putative uncharacterized protein encoded by LINC00472,Q9H8W2 (CF155_HUMAN),29588351,P53RRA in article
NOX4,NADPH oxidase 4,HGNC:7891,Activated  Nox4  contributes to  PAB-induced  ferroptotic cell death. knockdown made cells resistant to PAB-induced death.,"Western blot, LDH release assay, siRNA, cell death, siRNA","Human, rat","Rat C6, human SHG-44, U87 and U251 glioma cells","NOX4 :+: H2O2, H2O2 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,_NA_,NADPH oxidase 4,Q9NPH5 (NOX4_HUMAN),29702192,_NA_
GOT1,Glutamic-oxaloacetic transaminase 1,HGNC:4432,"Overexpression of miR‐9 suppressed GOT1, which subsequently reduced ferroptosis. Overexpression of GOT1 restored miR‐9 mediated ferroptosis suppression.","Immunoblotting, luciferase reporter assay, qPCR, cell viability assay, MDA assay, iron assay, glutamate assay",Human,A375 and G‐361 cells,"GOT1 :+: alpha KG, alpha KG :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,_NA_,Aspartate aminotransferase,P17174 (AATC_HUMAN),30035324,_NA_
BECN1,Beclin 1,HGNC:1034,Knockdown inhibits ferroptosis. Overexpression increases ferroptotic cancer cell death.,"shRNA, western blot, cell viability assay, gene overexpression","Human, mice","HCT116, CX-1, PANC1, HT1080, and Calu-1 cells, athymic nude immunodeficient mice","BECN1 :-: System Xc-, System Xc- :+: GSH, GSH :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,_NA_,Beclin-1,Q14457 (BECN1_HUMAN),30057310,_NA_
PRKAA2,Protein kinase AMP-activated catalytic subunit alpha 2,HGNC:9377,Inhibition of PRKAA/AMPKalpha diminishes ferroptosis.,"siRNA, western blot, cell viability assay, GSH assay, lipid peroxidation assay, iron assay",Human,HCT116 and CX-1 cells,"PRKAA2 :+: (BECN1/SLC7A11), (BECN1/SLC7A11) :+: Ferroptosis",Validated,_NA_,5'-AMP-activated protein kinase catalytic subunit alpha-2,P54646 (AAPK2_HUMAN),30057310,PRKAA in article
PRKAA1,Protein kinase AMP-activated catalytic subunit alpha 1,HGNC:9376,Inhibition of PRKAA/AMPKalpha diminishes ferroptosis.,"siRNA, western blot, cell viability assay, GSH assay, lipid peroxidation assay, iron assay",Human,HCT116 and CX-1 cells,"PRKAA1 :+: (BECN1/SLC7A11), (BECN1/SLC7A11) :+: Ferroptosis",Validated,_NA_,5'-AMP-activated protein kinase catalytic subunit alpha-1,Q13131 (AAPK1_HUMAN),30057310,AMPK alpha in article
ELAVL1,ELAV like RNA binding protein 1,HGNC:3312,"ELAVL1 siRNA led to ferroptosis resistance, whereas ELAVL1 plasmid contributed to classical ferroptotic events.","Immunohistochemistry, hydroxyproline assay, immunofluorescence, cell viability assay, western blot, qPCR, iron assay, ROS assay, RNAi","Human, mice",Human liver specimens and hepatic stellate cell; C57BL/6 mice; mouse hepatocyte and hepatic stellate cell; HSC-LX2 and HSC-T6 cells,ELAVL1 :+: Ferroptosis,Validated,_NA_,ELAV-like protein 1,Q15717 (ELAV1_HUMAN),30081711,_NA_
BAP1,BRCA1 associated protein 1,HGNC:950,Suppresses SLC7A11-mediated cystine uptake and promotes ferroptosis. BAP1 mutants lose their abilities to repress SLC7A11 and to promote ferroptosis.,"Flow cytometry, cell viability assay, cell death assay, western blot, gene knockout, lipid peroxidation assay, cystine uptake assay, GSH assay, RT-PCR, ChIP-qPCR, luciferase reporter assay, immunoprecipitation, IHC, ChIP-seq",Human,"HEK-293T, Caki1, 786-O, 769-P, ACHN and NCI-H226 cell lines; RCC4,  UMRC2, SLR20, and UMRC6 cell lines; TK10 cell line; athymic nude mice","BAP1 :-: SLC7A11, SLC7A11 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,_NA_,Ubiquitin carboxyl-terminal hydrolase BAP1,Q92560 (BAP1_HUMAN),30202049,_NA_
TP53,Tumor protein p53,HGNC:11998,"Facilitates ART-induced ferroptosis. Conversely, knockdown of P53 blocked ART-induced ferroptosis.","Western blot, immunofluorescence, siRNA",Rat,Hepatic stellate cell HSC‐T6,TP53 :+: Ferroptosis,Validated,_NA_,Cellular tumor antigen p53,P04637 (P53_HUMAN),30321484,P53 in article
ABCC1,ATP binding cassette subfamily C member 1,HGNC:51,Accelerates ferroptosis. Disruption of MRP1 inhibited ferroptosis potently.,"Western blot, GSH assay, dead cell counts, gene transfection, CRISPR/Cas9, cell viability assay, RT-qPCR",Human,"HAP1, H1299, U-2 OS cells","ABCC1 :-: GSH, GSH :-: Ferroptosis",Validated,_NA_,Multidrug resistance-associated protein 1,P33527 (MRP1_HUMAN),30726737,MRP1 in article
ACSL4,Acyl-CoA synthetase long chain family member 4,HGNC:3571,Inhibition suppresses ferroptosis.,"siRNA, western blot, microscopy imaging, fluorescence microscopy, real-time PCR","Human, mice","Male C57BL/6 mice, Caco-2 cells","ACSL4 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,_NA_,Long-chain-fatty-acid--CoA ligase 4,O60488 (ACSL4_HUMAN),30737476,_NA_
MIR6852,microRNA 6852,HGNC:49993,Promotes ferroptosis. Binds to LINC0033 and serves as a negative upstream regulator of CBS-mediated ferroptosis inhibition.,"qRT-PCR, gene knockdown, luciferase assay, gene overexpression, MTT assay, colony-formation assay",Human,A549 and SPC-A-1 cells,"MIR6852 :-: CBS, CBS :-: Ferroptosis",Validated,_NA_,_NA_,_NA_,30787392,_NA_
ACVR1B,Activin A receptor type 1B,HGNC:172,Inhibition attenuated erastin-induced ferroptosis.,"Western blot, siRNA, glutathione assay, RT-PCR, cell viability assay",Human,HK-2 cells,"ACVR1B :-: NFE2L2, NFE2L2 :-: Ferroptosis ",Validated,_NA_,Activin receptor type-1B,P36896 (ACV1B_HUMAN),30804470,ALK4 in article
TGFBR1,Transforming growth factor beta receptor 1,HGNC:11772,Inhibition attenuated erastin-induced ferroptosis.,"Western blot, siRNA, glutathione assay, RT-PCR, cell viability assay",Human,HK-2 cells,"TGFBR1 :-: NFE2L2, NFE2L2 :-: Ferroptosis",Validated,_NA_,TGF-beta receptor type-1,P36897 (TGFR1_HUMAN),30804470,ALK5 in article
BAP1,BRCA1 associated protein 1,HGNC:950,Promotes ferroptosis induced by class I ferroptosis inducer.,"Immunoprecipitation, western blotting, cell death, cell viability, RT-PCR",Human,HEK293T cells,"BAP1 :-: SLC7A11, SLC7A11 :-: Ferroptosis",Validated,_NA_,Ubiquitin carboxyl-terminal hydrolase BAP1,Q92560 (BAP1_HUMAN),30907299,_NA_
EPAS1,Endothelial PAS domain protein 1,HGNC:3374,A driver of ferroptosis susceptibility. Ablation reduced susceptibility to ferroptosis.,"CRISPR, sgRNA, shRNA, immunoblot, cell viability, western blot",Mice,786-O cells,"EPAS1 :+: HILPDA, EPAS1 :+: PLIN2, HILPDA :+: PUFA, PLIN2 :+: PUFA, PUFA :+: PUFA-phospholipid hydroperoxides, PUFA-phospholipid hydroperoxides :+: Ferroptosis",Validated,_NA_,Endothelial PAS domain-containing protein 1,Q99814 (EPAS1_HUMAN),30962421,HIF-2alpha in article
HILPDA,Hypoxia inducible lipid droplet associated,HGNC:28859,Promotes ferroptosis sensitivity downstream of HIF-2alpha.,"RNA-Seq, western blot, qRT-PCR, shRNA, cell viability, immunoblot ",Mice,786-O cells,"HILPDA :+: PUFA, PUFA :+: PUFA-phospholipid hydroperoxides, PUFA-phospholipid hydroperoxides :+: Ferroptosis",Validated,_NA_,Hypoxia-inducible lipid droplet-associated protein,Q9Y5L2 (HLPDA_HUMAN),30962421,_NA_
HIF1A,Hypoxia inducible factor 1 subunit alpha,HGNC:4910,Re-sensitized HIF-2alpha-null cells to ferroptosis.  Induce ferroptosis sensitivity in cancer cells.,"cDNA screenin, cell viability",Mice,786-O cells,"HIF1A :+: HILPDA, HIF1A :+: PLIN2, HILPDA :+: PUFA, PLIN2 :+: PUFA, PUFA :+: PUFA-phospholipid hydroperoxides, PUFA-phospholipid hydroperoxides :+: Ferroptosis",Validated,_NA_,Hypoxia-inducible factor 1-alpha,Q16665 (HIF1A_HUMAN),30962421,HIF-1alpha in article
ALOX12,"Arachidonate 12-lipoxygenase, 12S type",HGNC:429,An essential factor of p53-dependent ferroptosis. Loss of one Alox12 allele is sufficient to abrogate p53-mediated ferroptosis.,"RNAi, qRT-PCR, western blot, CRISPR, cell death assay, GSH measurement, flow cytometer","Human, mice","H1299 cells, U2OS cells, mouse embryonic fibroblasts, mice","ALOX12 :+: PUFAs-OOH, PUFAs-OOH :+: Ferroptosis",Validated,_NA_,Arachidonate 12-lipoxygenase,P18054 (LOX12_HUMAN),30962574,_NA_
ACSL4,Acyl-CoA synthetase long chain family member 4,HGNC:3571,Required for ferroptosis induced by erastin. ACSL4-null cells are resistant to ferroptosis induced by either erastin.,"Western blot, cell death assay, CRISPR",Human,U2OS,ACSL4 :+: Ferroptosis,Validated,_NA_,Long-chain-fatty-acid--CoA ligase 4,O60488 (ACSL4_HUMAN),30962574,_NA_
HMOX1,Heme oxygenase 1,HGNC:5013,Enhances the ferroptotic process in PRDX6-silenced cells by promoting cellular accumulation of ferrous ions. Overexpression increases both erastin and RSL-3-induced lipid ROS.,"Gene transfection, western blot, qRT-PCR, LOOH quantification",Human,H1299 cells,HMOX1 :+: Ferroptosis,Validated,_NA_,Heme oxygenase 1,P09601 (HMOX1_HUMAN),31036877,_NA_
IFNG,Interferon gamma,HGNC:5438,"Interferon gamma released from CD8+ T cells downregulates the expression of SLC3A2 and SLC7A11, and as a consequence, promotes tumour cell lipid peroxidation and ferroptosis.","BODIPY-C11, liperfluo staining, cell death measurement, FACS, cell proliferation and viability assay, qPCR, immunoblotting, glutathione quantification, MDA assay, glutamate assay","Human, mice","HT-1080, A375, B16-F0, ID8 cells, female NSG and C57BL/6 mice","IFNG :-: SLC3A2, IFNG :-: SLC7A11, SLC3A2 :+: System Xc-, SLC7A11 :+: System Xc-, System Xc- :+: Cystine, Cystine :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,_NA_,Interferon gamma,P01579 (IFNG_HUMAN),31043744,IFNgamma in article
ANO6,Anoctamin 6,HGNC:25240,Essential for ferroptosis. Inhibition blocked ferroptotic cell death induced by RSL3/erastin.,"Immunocytochemistry, RT-PCR, TUNEL Assay, flow Cytometry, LDH assay, gene knockout, siRNA","Human, mice","A549, Cal27, HT29 and MG-63 cells, Cx3cr1-Cre mice",ANO6 :+: Ferroptosis,Validated,_NA_,Anoctamin-6,Q4KMQ2 (ANO6_HUMAN),31060306,_NA_
LPIN1,Lipin 1,HGNC:13345,Overexpression of adipose lipin‐1 in mice facilitated the onset of hepatic ferroptosis.,"Enzyme‐linked immunosorbent assay, lipid peroxidation assay, iron assay, MDA assay, qPCR, GSH assay",Mice,C57BL/6 mice,LPIN1 :+: Ferroptosis,Validated,_NA_,Phosphatidate phosphatase LPIN1,Q14693 (LPIN1_HUMAN),31061954,_NA_
HMGB1,High mobility group box 1,HGNC:4983,Required for erastin-induced ferroptosis. Knockdown of HMGB1 decreased erastin-induced cell death.,"Gene transfection, RNAi, cell viability assay, ELISA, LDH assay, flow cytometry, qPCR, western blot, electron microscopy","Human, mice","HL-60 cell, male NOD/SCID mice",HMGB1 :+: Ferroptosis,Validated,_NA_,High mobility group protein B1,P09429 (HMGB1_HUMAN),31105999,_NA_
TNFAIP3,TNF alpha induced protein 3,HGNC:11896,"Overexpression increased ROS generation and enhanced erastin-induced ferroptosis, whereas knockdown inhibited erastin-induced ferroptosis.","Lentivirus transduction, CCK-8 assay, DYE670 staining assay, ROS staining assay, RT-qPCR, western blot",Human,HUVEC cells,"TNFAIP3 :+: ACSL4, ACSL4 :+: Lipid ROS, TNFAIP3 :-: GPX4, GPX4 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,_NA_,Tumor necrosis factor alpha-induced protein 3,P21580 (TNAP3_HUMAN),31160087,Zinc lipoprotein A20 in article
TLR4,Toll like receptor 4,HGNC:11850,Knockdown inhibited ferroptosis.,"Immunohistochemistry, western blot, cell death assay, siRNA",Rat,Sprague Dawley rats,TLR4 :+: Ferroptosis,Validated,_NA_,Toll-like receptor 4,O00206 (TLR4_HUMAN),31196626,_NA_
